degree,downregulated.regen_Fraction_sp_less4,downregulated.stress_Fraction_sp_less4,downregulated.wound_Fraction_sp_less4,msigdb.regen_Fraction_sp_less4,msigdb.stress_Fraction_sp_less4,msigdb.wound_Fraction_sp_less4,upregulated.regen_Fraction_sp_less4,upregulated.stress_Fraction_sp_less4,upregulated.wound_Fraction_sp_less4,downregulated.regen_Fraction_sp_less4.1,downregulated.stress_Fraction_sp_less4.1,downregulated.wound_Fraction_sp_less4.1,msigdb.regen_Fraction_sp_less4.1,msigdb.stress_Fraction_sp_less4.1,msigdb.wound_Fraction_sp_less4.1,upregulated.regen_Fraction_sp_less4.1,upregulated.stress_Fraction_sp_less4.1,upregulated.wound_Fraction_sp_less4.1,label
8,0.0195564035296923,0.0155020271881708,0.0259957071309325,0.00262341998569044,0.0302885761984259,0.0129978535654663,0.0226568089673265,0.0153827808251848,0.0240877653231576,0.0195564035296923,0.0155020271881708,0.0259957071309325,0.00262341998569044,0.0302885761984259,0.0129978535654663,0.0226568089673265,0.0153827808251848,0.0240877653231576,1
1,0.000119246362985929,0.00166944908180301,0.000715478177915574,0.000119246362985929,0.00226568089673265,0.000238492725971858,0.000715478177915574,0.000834724540901503,0.000834724540901503,0.000119246362985929,0.00166944908180301,0.000715478177915574,0.000119246362985929,0.00226568089673265,0.000238492725971858,0.000715478177915574,0.000834724540901503,0.000834724540901503,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,0.0127593608394944,0.00918196994991653,0.00942046267588839,0.00250417362270451,0.0245647507751014,0.00488910088242309,0.00703553541616981,0.0102551872167899,0.0110899117576914,0.0127593608394944,0.00918196994991653,0.00942046267588839,0.00250417362270451,0.0245647507751014,0.00488910088242309,0.00703553541616981,0.0102551872167899,0.0110899117576914,1
49,0.0256379680419747,0.0171714762699738,0.0405437634152158,0.00345814452659194,0.040305270689244,0.0174099689959456,0.0262341998569044,0.0195564035296923,0.0270689243978059,0.0256379680419747,0.0171714762699738,0.0405437634152158,0.00345814452659194,0.040305270689244,0.0174099689959456,0.0262341998569044,0.0195564035296923,0.0270689243978059,1
21,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
10,0.000238492725971858,0,0.000119246362985929,0,0.00321965180062008,0.000119246362985929,0.000119246362985929,0.000715478177915574,0.000715478177915574,0.000238492725971858,0,0.000119246362985929,0,0.00321965180062008,0.000119246362985929,0.000119246362985929,0.000715478177915574,0.000715478177915574,1
21,0.0126401144765085,0.00655854996422609,0.0279036489387074,0.00178869544478893,0.0190794180777486,0.010016694490818,0.0129978535654663,0.00810875268304317,0.0121631290245648,0.0126401144765085,0.00655854996422609,0.0279036489387074,0.00178869544478893,0.0190794180777486,0.010016694490818,0.0129978535654663,0.00810875268304317,0.0121631290245648,1
6,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1
15,0.000238492725971858,0,0.000238492725971858,0,0,0,0,0,0,0.000238492725971858,0,0.000238492725971858,0,0,0,0,0,0,1
8,0.010016694490818,0.00751252086811352,0.0162175053660863,0.00155020271881708,0.016813737181016,0.00632005723825423,0.01347483901741,0.00858573813498688,0.0113284044836632,0.010016694490818,0.00751252086811352,0.0162175053660863,0.00155020271881708,0.016813737181016,0.00632005723825423,0.01347483901741,0.00858573813498688,0.0113284044836632,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0.00333889816360601,0.00417362270450751,0.00310040543763415,0.000476985451943716,0.00703553541616981,0.00274266634867637,0.00560457906033866,0.00441211543047937,0.00465060815645123,0.00333889816360601,0.00417362270450751,0.00310040543763415,0.000476985451943716,0.00703553541616981,0.00274266634867637,0.00560457906033866,0.00441211543047937,0.00465060815645123,1
113,0.0255187216789888,0.0128786072024803,0.0193179108037205,0.0045313617934653,0.0240877653231576,0.0122823753875507,0.0159790126401145,0.0140710708323396,0.018483186262819,0.0255187216789888,0.0128786072024803,0.0193179108037205,0.0045313617934653,0.0240877653231576,0.0122823753875507,0.0159790126401145,0.0140710708323396,0.018483186262819,1
26,0.000596231814929645,0.00155020271881708,0.00190794180777486,0,0.00155020271881708,0.000119246362985929,0.00155020271881708,0.000476985451943716,0.00107321726687336,0.000596231814929645,0.00155020271881708,0.00190794180777486,0,0.00155020271881708,0.000119246362985929,0.00155020271881708,0.000476985451943716,0.00107321726687336,1
59,0.00166944908180301,0.00155020271881708,0.00143095635583115,0.000238492725971858,0.00286191271166229,0.00166944908180301,0.00381588361554973,0.00190794180777486,0.00321965180062008,0.00166944908180301,0.00155020271881708,0.00143095635583115,0.000238492725971858,0.00286191271166229,0.00166944908180301,0.00381588361554973,0.00190794180777486,0.00321965180062008,1
3,0.000238492725971858,0.00155020271881708,0.000715478177915574,0.000357739088957787,0.00310040543763415,0,0.000715478177915574,0.00107321726687336,0.00131170999284522,0.000238492725971858,0.00155020271881708,0.000715478177915574,0.000357739088957787,0.00310040543763415,0,0.000715478177915574,0.00107321726687336,0.00131170999284522,1
25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,0.00488910088242309,0.00512759360839494,0.00798950632005724,0.000715478177915574,0.015144288099213,0.00321965180062008,0.00500834724540901,0.00643930360124016,0.00572382542332459,0.00488910088242309,0.00512759360839494,0.00798950632005724,0.000715478177915574,0.015144288099213,0.00321965180062008,0.00500834724540901,0.00643930360124016,0.00572382542332459,1
6,0.0232530407822561,0.0140710708323396,0.016813737181016,0.00476985451943716,0.0338659670880038,0.0108514190317195,0.0128786072024803,0.015025041736227,0.016813737181016,0.0232530407822561,0.0140710708323396,0.016813737181016,0.00476985451943716,0.0338659670880038,0.0108514190317195,0.0128786072024803,0.015025041736227,0.016813737181016,1
9,0.0253994753160029,0.0183639398998331,0.0349391843548772,0.00417362270450751,0.0407822561411877,0.0145480562842833,0.0202718817076079,0.0194371571667064,0.0230145480562843,0.0253994753160029,0.0183639398998331,0.0349391843548772,0.00417362270450751,0.0407822561411877,0.0145480562842833,0.0202718817076079,0.0194371571667064,0.0230145480562843,1
119,0.0364893870736943,0.0196756498926783,0.0425709515859766,0.00643930360124016,0.0479370379203434,0.018483186262819,0.033508227999046,0.0245647507751014,0.0321965180062008,0.0364893870736943,0.0196756498926783,0.0425709515859766,0.00643930360124016,0.0479370379203434,0.018483186262819,0.033508227999046,0.0245647507751014,0.0321965180062008,1
1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,0.00810875268304317,0.00942046267588839,0.00667779632721202,0.00190794180777486,0.0189601717147627,0.00357739088957787,0.00512759360839494,0.0098974481278321,0.00798950632005724,0.00810875268304317,0.00942046267588839,0.00667779632721202,0.00190794180777486,0.0189601717147627,0.00357739088957787,0.00512759360839494,0.0098974481278321,0.00798950632005724,1
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9,0.0326735034581445,0.0206296207965657,0.0320772716432149,0.0062008108752683,0.0431671834009063,0.0180062008108753,0.0230145480562843,0.0222990698783687,0.0286191271166229,0.0326735034581445,0.0206296207965657,0.0320772716432149,0.0062008108752683,0.0431671834009063,0.0180062008108753,0.0230145480562843,0.0222990698783687,0.0286191271166229,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,0.0333889816360601,0.0226568089673265,0.0317195325542571,0.00655854996422609,0.0460290961125686,0.0182446935368471,0.0252802289530169,0.0231337944192702,0.0294538516575244,0.0333889816360601,0.0226568089673265,0.0317195325542571,0.00655854996422609,0.0460290961125686,0.0182446935368471,0.0252802289530169,0.0231337944192702,0.0294538516575244,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0.0225375626043406,0.0139518244693537,0.03016932983544,0.00333889816360601,0.0292153589315526,0.011686143572621,0.0224183162413546,0.015025041736227,0.0215835917004531,0.0225375626043406,0.0139518244693537,0.03016932983544,0.00333889816360601,0.0292153589315526,0.011686143572621,0.0224183162413546,0.015025041736227,0.0215835917004531,1
35,0.0355354161698068,0.0220605771523969,0.0392320534223706,0.00608156451228238,0.0522299069878369,0.0181254471738612,0.031838778917243,0.025160982590031,0.0341044598139757,0.0355354161698068,0.0220605771523969,0.0392320534223706,0.00608156451228238,0.0522299069878369,0.0181254471738612,0.031838778917243,0.025160982590031,0.0341044598139757,1
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20,0.0124016217505366,0.0157405199141426,0.013355592654424,0.00250417362270451,0.0344621989029335,0.00632005723825423,0.0113284044836632,0.0152635344621989,0.015025041736227,0.0124016217505366,0.0157405199141426,0.013355592654424,0.00250417362270451,0.0344621989029335,0.00632005723825423,0.0113284044836632,0.0152635344621989,0.015025041736227,1
5,0.0147865490102552,0.00834724540901502,0.0233722871452421,0.00202718817076079,0.021822084426425,0.0082279990460291,0.0194371571667064,0.0109706653947055,0.0146673026472693,0.0147865490102552,0.00834724540901502,0.0233722871452421,0.00202718817076079,0.021822084426425,0.0082279990460291,0.0194371571667064,0.0109706653947055,0.0146673026472693,1
50,0,0,0,0,0.000238492725971858,0,0,0.000119246362985929,0.000119246362985929,0,0,0,0,0.000238492725971858,0,0,0.000119246362985929,0.000119246362985929,1
13,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
162,0.00417362270450751,0.00596231814929645,0.00703553541616981,0.000596231814929645,0.010135940853804,0.00226568089673265,0.00632005723825423,0.00298115907464822,0.00572382542332459,0.00417362270450751,0.00596231814929645,0.00703553541616981,0.000596231814929645,0.010135940853804,0.00226568089673265,0.00632005723825423,0.00298115907464822,0.00572382542332459,1
6,0.0263534462198903,0.016813737181016,0.0178869544478893,0.00488910088242309,0.0311233007393274,0.0119246362985929,0.0141903171953255,0.0171714762699738,0.0193179108037205,0.0263534462198903,0.016813737181016,0.0178869544478893,0.00488910088242309,0.0311233007393274,0.0119246362985929,0.0141903171953255,0.0171714762699738,0.0193179108037205,1
1,0.000953970903887431,0.00226568089673265,0.00178869544478893,0.000476985451943716,0.0053660863343668,0.000357739088957787,0.00107321726687336,0.00178869544478893,0.00250417362270451,0.000953970903887431,0.00226568089673265,0.00178869544478893,0.000476985451943716,0.0053660863343668,0.000357739088957787,0.00107321726687336,0.00178869544478893,0.00250417362270451,1
36,0.00190794180777486,0.000596231814929645,0.00357739088957787,0.000476985451943716,0.00262341998569044,0.00155020271881708,0.00166944908180301,0.000715478177915574,0.00262341998569044,0.00190794180777486,0.000596231814929645,0.00357739088957787,0.000476985451943716,0.00262341998569044,0.00155020271881708,0.00166944908180301,0.000715478177915574,0.00262341998569044,1
26,0.0341044598139757,0.0207488671595516,0.0312425471023134,0.00643930360124016,0.0438826615788218,0.0176484617219175,0.0231337944192702,0.0219413307894109,0.0287383734796089,0.0341044598139757,0.0207488671595516,0.0312425471023134,0.00643930360124016,0.0438826615788218,0.0176484617219175,0.0231337944192702,0.0219413307894109,0.0287383734796089,1
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
250,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
11,0.0252802289530169,0.0127593608394944,0.020152635344622,0.00488910088242309,0.0246839971380873,0.01347483901741,0.0152635344621989,0.0147865490102552,0.0183639398998331,0.0252802289530169,0.0127593608394944,0.020152635344622,0.00488910088242309,0.0246839971380873,0.01347483901741,0.0152635344621989,0.0147865490102552,0.0183639398998331,1
22,0.0329119961841164,0.0214643453374672,0.028499880753637,0.00655854996422609,0.0405437634152158,0.0174099689959456,0.0211066062485094,0.0209873598855235,0.0267111853088481,0.0329119961841164,0.0214643453374672,0.028499880753637,0.00655854996422609,0.0405437634152158,0.0174099689959456,0.0211066062485094,0.0209873598855235,0.0267111853088481,1
6,0.0125208681135225,0.00655854996422609,0.0236107798712139,0.00202718817076079,0.0182446935368471,0.00751252086811352,0.0135940853803959,0.00894347722394467,0.0110899117576914,0.0125208681135225,0.00655854996422609,0.0236107798712139,0.00202718817076079,0.0182446935368471,0.00751252086811352,0.0135940853803959,0.00894347722394467,0.0110899117576914,1
11,0.0375626043405676,0.021822084426425,0.0394705461483425,0.00667779632721202,0.048652516098259,0.0200333889816361,0.0286191271166229,0.0232530407822561,0.0342237061769616,0.0375626043405676,0.021822084426425,0.0394705461483425,0.00667779632721202,0.048652516098259,0.0200333889816361,0.0286191271166229,0.0232530407822561,0.0342237061769616,1
1,0.0124016217505366,0.00739327450512759,0.0120438826615788,0.00178869544478893,0.0256379680419747,0.00441211543047937,0.0122823753875507,0.01347483901741,0.0112091581206773,0.0124016217505366,0.00739327450512759,0.0120438826615788,0.00178869544478893,0.0256379680419747,0.00441211543047937,0.0122823753875507,0.01347483901741,0.0112091581206773,1
1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1
6,0.0274266634867637,0.0135940853803959,0.0203911280705938,0.00524683997138087,0.0293346052945385,0.0131170999284522,0.0160982590031004,0.0162175053660863,0.0199141426186501,0.0274266634867637,0.0135940853803959,0.0203911280705938,0.00524683997138087,0.0293346052945385,0.0131170999284522,0.0160982590031004,0.0162175053660863,0.0199141426186501,1
62,0.00858573813498688,0.00870498449797281,0.00703553541616981,0.00238492725971858,0.0237300262341999,0.00298115907464822,0.00465060815645123,0.0102551872167899,0.00643930360124016,0.00858573813498688,0.00870498449797281,0.00703553541616981,0.00238492725971858,0.0237300262341999,0.00298115907464822,0.00465060815645123,0.0102551872167899,0.00643930360124016,1
6,0.000476985451943716,0.000715478177915574,0.00202718817076079,0,0.00155020271881708,0.000119246362985929,0.00178869544478893,0.000238492725971858,0.000715478177915574,0.000476985451943716,0.000715478177915574,0.00202718817076079,0,0.00155020271881708,0.000119246362985929,0.00178869544478893,0.000238492725971858,0.000715478177915574,1
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0.0276651562127355,0.0163367517290723,0.0197948962556642,0.00548533269735273,0.0370856188886239,0.0121631290245648,0.0155020271881708,0.0182446935368471,0.0217028380634391,0.0276651562127355,0.0163367517290723,0.0197948962556642,0.00548533269735273,0.0370856188886239,0.0121631290245648,0.0155020271881708,0.0182446935368471,0.0217028380634391,1
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,0.0219413307894109,0.00763176723109945,0.0225375626043406,0.00381588361554973,0.0191986644407346,0.0129978535654663,0.015025041736227,0.0107321726687336,0.0144288099212974,0.0219413307894109,0.00763176723109945,0.0225375626043406,0.00381588361554973,0.0191986644407346,0.0129978535654663,0.015025041736227,0.0107321726687336,0.0144288099212974,1
4,0.0258764607679466,0.00965895540186024,0.031838778917243,0.00405437634152158,0.0228953016932984,0.0156212735511567,0.0187216789887908,0.0127593608394944,0.0182446935368471,0.0258764607679466,0.00965895540186024,0.031838778917243,0.00405437634152158,0.0228953016932984,0.0156212735511567,0.0187216789887908,0.0127593608394944,0.0182446935368471,1
7,0,0,0,0,0.000119246362985929,0,0,0,0,0,0,0,0,0.000119246362985929,0,0,0,0,1
8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0.0194371571667064,0.0062008108752683,0.0141903171953255,0.00345814452659194,0.0144288099212974,0.0098974481278321,0.0112091581206773,0.00798950632005724,0.0113284044836632,0.0194371571667064,0.0062008108752683,0.0141903171953255,0.00345814452659194,0.0144288099212974,0.0098974481278321,0.0112091581206773,0.00798950632005724,0.0113284044836632,1
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0.0157405199141426,0.00846649177200095,0.0317195325542571,0.00190794180777486,0.0227760553303124,0.0121631290245648,0.016813737181016,0.0103744335797758,0.015025041736227,0.0157405199141426,0.00846649177200095,0.0317195325542571,0.00190794180777486,0.0227760553303124,0.0121631290245648,0.016813737181016,0.0103744335797758,0.015025041736227,1
28,0.00155020271881708,0.000834724540901503,0.00178869544478893,0.000238492725971858,0.00155020271881708,0.000953970903887431,0.00250417362270451,0.00107321726687336,0.00262341998569044,0.00155020271881708,0.000834724540901503,0.00178869544478893,0.000238492725971858,0.00155020271881708,0.000953970903887431,0.00250417362270451,0.00107321726687336,0.00262341998569044,1
8,0.0045313617934653,0.000238492725971858,0.00298115907464822,0.000953970903887431,0.0045313617934653,0.000476985451943716,0.00429286906749344,0.00274266634867637,0.00107321726687336,0.0045313617934653,0.000238492725971858,0.00298115907464822,0.000953970903887431,0.0045313617934653,0.000476985451943716,0.00429286906749344,0.00274266634867637,0.00107321726687336,1
51,0.0186024326258049,0.00572382542332459,0.0205103744335798,0.00310040543763415,0.0153827808251848,0.0114476508466492,0.0122823753875507,0.00834724540901502,0.0115668972096351,0.0186024326258049,0.00572382542332459,0.0205103744335798,0.00310040543763415,0.0153827808251848,0.0114476508466492,0.0122823753875507,0.00834724540901502,0.0115668972096351,1
3,0.0299308371094682,0.0200333889816361,0.0389935606963988,0.00465060815645123,0.0497257333651324,0.01669449081803,0.0295730980205104,0.0238492725971858,0.0317195325542571,0.0299308371094682,0.0200333889816361,0.0389935606963988,0.00465060815645123,0.0497257333651324,0.01669449081803,0.0295730980205104,0.0238492725971858,0.0317195325542571,1
12,0.0286191271166229,0.0164559980920582,0.0257572144049606,0.00500834724540901,0.0363701407107083,0.0164559980920582,0.0207488671595516,0.018483186262819,0.0238492725971858,0.0286191271166229,0.0164559980920582,0.0257572144049606,0.00500834724540901,0.0363701407107083,0.0164559980920582,0.0207488671595516,0.018483186262819,0.0238492725971858,1
2,0.018483186262819,0.0115668972096351,0.0330312425471023,0.00274266634867637,0.0300500834724541,0.0110899117576914,0.0202718817076079,0.0127593608394944,0.0187216789887908,0.018483186262819,0.0115668972096351,0.0330312425471023,0.00274266634867637,0.0300500834724541,0.0110899117576914,0.0202718817076079,0.0127593608394944,0.0187216789887908,1
2,0.00846649177200095,0.00930121631290246,0.0124016217505366,0.00202718817076079,0.0147865490102552,0.00703553541616981,0.0132363462914381,0.00870498449797281,0.0125208681135225,0.00846649177200095,0.00930121631290246,0.0124016217505366,0.00202718817076079,0.0147865490102552,0.00703553541616981,0.0132363462914381,0.00870498449797281,0.0125208681135225,1
2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0.00560457906033866,0.00798950632005724,0.00655854996422609,0.00107321726687336,0.0195564035296923,0.00321965180062008,0.00393512997853565,0.00810875268304317,0.00655854996422609,0.00560457906033866,0.00798950632005724,0.00655854996422609,0.00107321726687336,0.0195564035296923,0.00321965180062008,0.00393512997853565,0.00810875268304317,0.00655854996422609,1
21,0.00274266634867637,0.00107321726687336,0.00226568089673265,0.000238492725971858,0.00166944908180301,0.00190794180777486,0.00131170999284522,0.00166944908180301,0.00166944908180301,0.00274266634867637,0.00107321726687336,0.00226568089673265,0.000238492725971858,0.00166944908180301,0.00190794180777486,0.00131170999284522,0.00166944908180301,0.00166944908180301,1
22,0.000238492725971858,0.000596231814929645,0.000476985451943716,0.000238492725971858,0.00357739088957787,0.000119246362985929,0.000357739088957787,0.000715478177915574,0.00107321726687336,0.000238492725971858,0.000596231814929645,0.000476985451943716,0.000238492725971858,0.00357739088957787,0.000119246362985929,0.000357739088957787,0.000715478177915574,0.00107321726687336,1
33,0.0108514190317195,0.00298115907464822,0.00655854996422609,0.00226568089673265,0.0139518244693537,0.0045313617934653,0.00429286906749344,0.00560457906033866,0.00632005723825423,0.0108514190317195,0.00298115907464822,0.00655854996422609,0.00226568089673265,0.0139518244693537,0.0045313617934653,0.00429286906749344,0.00560457906033866,0.00632005723825423,1
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,0.0140710708323396,0.0098974481278321,0.0124016217505366,0.00310040543763415,0.0286191271166229,0.00643930360124016,0.00775101359408538,0.0121631290245648,0.0147865490102552,0.0140710708323396,0.0098974481278321,0.0124016217505366,0.00310040543763415,0.0286191271166229,0.00643930360124016,0.00775101359408538,0.0121631290245648,0.0147865490102552,1
66,0.0306463152873837,0.016813737181016,0.0243262580491295,0.00596231814929645,0.0348199379918912,0.015025041736227,0.0189601717147627,0.0189601717147627,0.0230145480562843,0.0306463152873837,0.016813737181016,0.0243262580491295,0.00596231814929645,0.0348199379918912,0.015025041736227,0.0189601717147627,0.0189601717147627,0.0230145480562843,1
5,0.00942046267588839,0.0122823753875507,0.0169329835440019,0.00155020271881708,0.0264726925828762,0.00703553541616981,0.0126401144765085,0.0110899117576914,0.0146673026472693,0.00942046267588839,0.0122823753875507,0.0169329835440019,0.00155020271881708,0.0264726925828762,0.00703553541616981,0.0126401144765085,0.0110899117576914,0.0146673026472693,1
28,0.0144288099212974,0.00596231814929645,0.0279036489387074,0.00202718817076079,0.0181254471738612,0.011686143572621,0.0145480562842833,0.00858573813498688,0.0124016217505366,0.0144288099212974,0.00596231814929645,0.0279036489387074,0.00202718817076079,0.0181254471738612,0.011686143572621,0.0145480562842833,0.00858573813498688,0.0124016217505366,1
1,0.0162175053660863,0.0144288099212974,0.0128786072024803,0.00321965180062008,0.0289768662055807,0.00691628905318388,0.0098974481278321,0.0126401144765085,0.015144288099213,0.0162175053660863,0.0144288099212974,0.0128786072024803,0.00321965180062008,0.0289768662055807,0.00691628905318388,0.0098974481278321,0.0126401144765085,0.015144288099213,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1
13,0.0344621989029335,0.0240877653231576,0.0485332697352731,0.00584307178631052,0.0548533269735273,0.0196756498926783,0.035177677080849,0.0264726925828762,0.0360124016217505,0.0344621989029335,0.0240877653231576,0.0485332697352731,0.00584307178631052,0.0548533269735273,0.0196756498926783,0.035177677080849,0.0264726925828762,0.0360124016217505,1
15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0.00119246362985929,0.000357739088957787,0.00417362270450751,0.000119246362985929,0.00262341998569044,0.00143095635583115,0.00226568089673265,0.00107321726687336,0.000834724540901503,0.00119246362985929,0.000357739088957787,0.00417362270450751,0.000119246362985929,0.00262341998569044,0.00143095635583115,0.00226568089673265,0.00107321726687336,0.000834724540901503,1
60,0.0171714762699738,0.00500834724540901,0.0102551872167899,0.00286191271166229,0.0108514190317195,0.00775101359408538,0.00882423086095874,0.00596231814929645,0.00870498449797281,0.0171714762699738,0.00500834724540901,0.0102551872167899,0.00286191271166229,0.0108514190317195,0.00775101359408538,0.00882423086095874,0.00596231814929645,0.00870498449797281,1
23,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
17,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1
23,0.0163367517290723,0.00953970903887431,0.0232530407822561,0.00250417362270451,0.0236107798712139,0.00834724540901502,0.0180062008108753,0.0125208681135225,0.0145480562842833,0.0163367517290723,0.00953970903887431,0.0232530407822561,0.00250417362270451,0.0236107798712139,0.00834724540901502,0.0180062008108753,0.0125208681135225,0.0145480562842833,1
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0121631290245648,0.0108514190317195,0.00930121631290246,0.00238492725971858,0.0183639398998331,0.00500834724540901,0.00632005723825423,0.00930121631290246,0.0112091581206773,0.0121631290245648,0.0108514190317195,0.00930121631290246,0.00238492725971858,0.0183639398998331,0.00500834724540901,0.00632005723825423,0.00930121631290246,0.0112091581206773,1
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,0.0163367517290723,0.0129978535654663,0.0103744335797758,0.00298115907464822,0.0232530407822561,0.00655854996422609,0.00846649177200095,0.0115668972096351,0.011686143572621,0.0163367517290723,0.0129978535654663,0.0103744335797758,0.00298115907464822,0.0232530407822561,0.00655854996422609,0.00846649177200095,0.0115668972096351,0.011686143572621,1
